poem content,label,confidence
"""There to dwell was very pleasant,",joy,0.9408
"For every line is tense with truth,",neutral,0.9126
"To English slaves, trod down and bruised beneath the Norman heel.",disgust,0.8879
From his ambush in the oak-tree,fear,0.9112
"Of hoary Winter; wanton, free, and fair!",sadness,0.9086
"With the fierce brass: was neither ruth nor rest,",anger,0.9674
With mangled plumes and mantles dreadly rent;--,fear,0.9863
"Your bodkins, rings, and whistles;",neutral,0.8756
And richly the heart thrills whene'er,joy,0.9911
"Others, I am not the first,",neutral,0.8671
"Shaped them straightway to a frame-work,",neutral,0.9214
With glory in his gains by work achieved:,joy,0.9218
"Gold-housed are they, and champ in teeth the yellow-golden chain",neutral,0.8907
"Of the order of the statutes,",neutral,0.8744
"For Spain and Spain's delight, I will warp out",joy,0.8557
"O piper, lightly footing, lightly piping on your way,",neutral,0.916
Is really a delight to touch;,joy,0.9824
With wonders tired he takes his ease,neutral,0.9312
So beautiful the timid Thrall,fear,0.9624
And two rope-girdled friars.,neutral,0.9083
And watches well all things that sleeping lie,neutral,0.9233
What wanteth concord soon must perish.,sadness,0.873
"Lest they, by sight of swords to fury fired,",anger,0.96
'Twas painful to see his extravagant way;,sadness,0.9303
"Now doth she stroke his cheek, now doth he frown,",anger,0.9493
But they found no Happy Man.,sadness,0.8565
"England, my mother, greet America, my sweetheart:",joy,0.9436
"By liquefaction of the scalded wax,",disgust,0.9223
"Essence, of every good the branch and root.",neutral,0.8867
Long life to Śunahśepha gave.,sadness,0.8808
"For this is law, if law there be in Fate:",neutral,0.8739
A love that springs from heart and brain,joy,0.8933
"when deserted by Demophoon, the son of Theseus.",sadness,0.966
Wondered every time she raced if she'd stand the shock;,fear,0.9396
Can kindle the rose.,neutral,0.9409
Erect the astonied water-worms. The air,disgust,0.9029
"Learned the cause of the rejoicing,",joy,0.9745
They echoed Fridthjof's name.,neutral,0.9507
And marks it not although it cut the stem.,neutral,0.9058
"As grew those runes in one, delighted,",joy,0.9396
And close your eyes in holy dread--,fear,0.977
"Wan and worn as it was, bore about it the trace",neutral,0.9294
"How many a one essayed this way and that,",surprise,0.8879
Why should I fret me with concerns of,fear,0.8977
"But hence that gloomy thought! at last,",sadness,0.9812
"Now peaceful as the morning,",joy,0.8875
"Aged with battle, but ever young with love,",sadness,0.9051
We must live on; a deeper tragedy:,sadness,0.9309
"My people's wrath draws in on me: put thou their fury by,",anger,0.9919
"Flock'd troops of foreign champions, all bearing shield in hand,",neutral,0.9266
"Amazed Triton, with his shrill alarmes",surprise,0.9181
"And then, by the advice of some old ladies,",neutral,0.8594
"If it were made in ryme couwee,",neutral,0.8825
"A secret nook in a pleasant land,",joy,0.9753
"When RICHARD thus exulting cried,",anger,0.9753
"Returns our own.  Cease then this impious rage,",anger,0.9519
"We long were used to dwell,",neutral,0.887
Of pleasure through my life would go!,joy,0.9235
"_The strength, the mellow music, and the laughter_",joy,0.9387
"'Tis only as if one short, restless sleep",fear,0.8756
From out their flaming nostrils breath'd the day;,anger,0.9777
I must return to Fondi.,sadness,0.9238
"Now, that I never shall get well",sadness,0.9334
"Me, now your curse!  Ah, why should all mankind,",anger,0.8699
"Which plac'd them ministers of the fifth foss,",neutral,0.9273
"Lo Judith, as the story telle can,",neutral,0.9347
"And drenched the tomb.  Fear-haunted touching this,",fear,0.9891
And like a new-born spirit did he pass,neutral,0.8622
O to resume the joys of the soldier!,joy,0.9755
"And your own, put them out of your thoughts.  All too brief",neutral,0.8945
My heart in utter sadness faints away.,sadness,0.9859
"But does no other lord it at this hour,",neutral,0.902
Is happy--happy that which gives itself,joy,0.9635
"Apollo distills in my sight,",disgust,0.9532
"And Heaven's dread King implore: ""As o'er our head",fear,0.9766
"Oats and beans and barley grow,",neutral,0.8915
Next in the fire the bays with brimstone burn;,anger,0.8511
"Mine, if she love me not!",anger,0.8643
"This terror, then, this darkness of the mind,",fear,0.9846
Still vaster rose the angry main.,anger,0.9237
"Of Helenus, and with the lance's point",neutral,0.9049
"From books and teachers,--kindled in my soul",joy,0.9352
"Moll taks the hint, nor thinks it wrang,",neutral,0.8696
"All whereby Nature winneth our love, fondly appearing",joy,0.8886
"Lord: the Prince of the Angels, King of all things, looked",neutral,0.873
"The angry bloud, for so his bloud was sheed,",anger,0.9745
"Swift, swift, you fly with burning cheek",anger,0.9085
And a sad ditty of this story born,sadness,0.9722
And one by one; and I did fear the fire,fear,0.9893
To-morrow will be dying.,sadness,0.9104
And there it stands to this very day.,neutral,0.9524
"Pull up wi' a will!""",anger,0.8966
With a mighty noise and terror;,fear,0.9902
We are the ships of sorrow,sadness,0.9761
"The fairest Saint,",joy,0.8642
They are already asleep.,neutral,0.9317
"Quoth the Fairy, laughing softly in the garden;",joy,0.9297
And made reply in words like these:,neutral,0.9008
"(Long will the day-god aloof frown cold),",anger,0.9409
"Oh! there is One above who sees you now,",surprise,0.9033
Not so long hees he'lt' is good.,neutral,0.8813
And toil's long fight with purse-proud might,neutral,0.9096
The marshalled thousands; not an eye deflect,neutral,0.9082
For the crown of our life as it closes,sadness,0.8887
"And, awful as a present deity,",disgust,0.9543
and mounted behind the horses; he will then either spread panic,fear,0.9905
"By honest toils a name have I acquired,",neutral,0.8779
"At Camelot, and when the time drew nigh",fear,0.9323
"Claim no proud lineage of skies,",neutral,0.9286
Goldsmith was hugely delighted with Whitefoord's 'lucky,joy,0.9812
Come to bring the joyful tidings,joy,0.9705
He made the world to be a grassy road,neutral,0.8566
"TUONELA, or MANALA, _Hades_.",neutral,0.9295
As ye were wae and weary!,sadness,0.8794
to my nose a smell of bales and merchandise,disgust,0.9646
"From whatso land, O loveliest, thy stream may issue forth.",sadness,0.9242
"Cries, ""Dear heart! how pleasant;",joy,0.9393
Obedient to the Chieftain's glance.,disgust,0.9188
"And bathes it with his ruby tides,",neutral,0.9275
"Are to be fear'd, whence evil may proceed,",fear,0.9318
Whose youthful valor erstwhile / did such assistance lend.,neutral,0.9034
"With chin music as their forte,",neutral,0.8768
"Ben, as men tellen, the norrices",neutral,0.8704
Greets with joy his mother's footsteps.,joy,0.9513
The promise that if we but wait,neutral,0.8538
And memory and all that time can teach,neutral,0.9593
"From his rosy mouth sent such a breath of desire,",disgust,0.9533
"But dash my days with sorrow, nights with horrors",sadness,0.9644
"in sese redit, atque hominis tandem ore locutus:",neutral,0.8757
"For pity now, and now for succour, cried,",sadness,0.8561
The initial unstressed syllable of the first hemistich is,neutral,0.9222
"Hastens to his golden portals,",neutral,0.9535
As the silver-winged herons that rest,neutral,0.9052
"From earthly joys we tear her,",sadness,0.9681
And her face changed from terrified to dull.,fear,0.9897
This simple stone directs pale Scotia's way,neutral,0.9358
Thrilling the wilderness to life,fear,0.8639
"You can speak the keenest word,",neutral,0.937
"Sudden it came, as sudden went;",surprise,0.9131
Et reserata viget genitabilis aura favoni;,neutral,0.8653
How very happy they would be!,joy,0.9374
"A style which Ruskin much enjoyed,",joy,0.9327
They do not know adventures dire,fear,0.9162
"For sure if all storms were together combin'd,",neutral,0.9562
The coming of another face to blur,fear,0.9167
"When his bride by the altar stands,",disgust,0.9751
And numbers to the chace resort.,neutral,0.9065
Account of all the actions of the past.,neutral,0.8723
"And, heard in our children's joy, gently ringest,--",joy,0.9558
My host threw pine-cones on the fire,anger,0.9362
"Servant galo shakee,",fear,0.9364
"New aims, new interests rise with each new sun,",neutral,0.8922
Lit by those happy smiles of thine!,joy,0.9503
"Or trace our navy, where in tow'ring pride",neutral,0.9743
"But undertones, weird, mournful, strong,",sadness,0.9384
"And hear their tramp, and tremble at their cry.",fear,0.9775
The children with laughing hearts,joy,0.9447
For these her wondrous works!,joy,0.8951
"betrays, that he knows more of his author, than the author's",neutral,0.9398
Or what (though rare) of later age,neutral,0.8563
And brooks their new-found freedom sing.,neutral,0.9134
"Abraham, mindful of honour, spake fairly unto Lot:",neutral,0.8931
"I'm not quite sure, but who's the bigger dunce?",neutral,0.8524
"The embers lay, they quench'd with ruddy wine;",disgust,0.8798
"And spikes of larkspur blue,",neutral,0.9183
"Minahs and starlings,",neutral,0.8754
And hymns of joy proclaim thro' Heaven,joy,0.9783
There have been times when I have mourned!,sadness,0.9817
"Then turn to find him at our side,",neutral,0.8995
Such talk to ignorance sounds as raving.,disgust,0.8541
Thou wert always a true Country-gentleman's Goddess.,neutral,0.8905
"Whose gaudy banners trembling Greece defied,",fear,0.9892
"(And those who read the ""Shakespeare of Romances""",neutral,0.8715
Of triumph they enjoyed the glutton's feast:,joy,0.9562
"happiness which was to be found in the calm of a cottage, or lose",sadness,0.8821
And suits exactly to his means his ends;,neutral,0.9191
"Anne looked at the large lawyer at her side,",disgust,0.9097
To remember and exultation,anger,0.9631
Jack Ellis and I have tramped long ways,neutral,0.9253
I cannot always trace the onward course,neutral,0.9065
"Sae gallant and bold, sae young and sae fair;",joy,0.9246
"Their mutual joys, their mutual woes,",joy,0.9505
On the waste sand by the waste sea they closed.,disgust,0.8504
Yet will not give me leave to die?,anger,0.875
"And wheresoe'er my fancy would begin,",neutral,0.8508
"treated by some Citizens of Logtown, near a Pine Barren.",disgust,0.9062
"And for Rogero and a thousand more,",neutral,0.8741
Lower your rod; now take the slack up--,anger,0.8566
They almost always vary;,neutral,0.9143
"The deeds of men appear without disguise,",disgust,0.9372
"Ah me! what a strange, what a gladsome duet",surprise,0.8698
On the green grass count Rollant swoons thereby.,neutral,0.8981
Ranked breast to breast in sentinel rows,neutral,0.9091
"He will stay,",neutral,0.9142
Where with venom all outpanted,anger,0.9666
"Thus would certain of them speak, but they knew not how",neutral,0.8593
Old carpet where a man was sitting snug,disgust,0.9208
"You think only of your singsong and your dances,",neutral,0.876
"‘Buccina,’ or, as we call it, ‘the conch shell,’ was a kind of",neutral,0.862
"patrons. Later in life, when La Fontaine at last was",sadness,0.8851
"ADAM, by sad experiment I know",sadness,0.9668
"Of the moment, hollow hearted;",sadness,0.9687
A loving heart to thee.,joy,0.9118
"""But I will hunt him thro' the earth!""",anger,0.8881
Then he spake:,neutral,0.8906
"Take then this word--perhaps my last--to tell,",neutral,0.9534
And wonderin' what's a-keepin' you,surprise,0.9358
Fanning her bosom with their pinions blue.,disgust,0.8946
"And rends with bloody mouth, and riots uncontrolled,",anger,0.9534
"So in a feast, no intermediate fault",neutral,0.8558
"father. On the other hand, Hyginus, Lucian, and Servius say that",neutral,0.8756
No slow hands turning.,neutral,0.916
"The longe day, what thing he dede,",neutral,0.9214
Each foam-curled wave darts forward,neutral,0.9154
In your name I'd dare,anger,0.8825
"And gaze, and gaze on thee!",anger,0.8551
Are hung with little drops in beads,neutral,0.9065
"The clutching agony, the fears!--",fear,0.9586
"Without attendants, without squire, alone,",sadness,0.9077
"At the gloom-hour of night--when the owl stirs!""",fear,0.9245
"Wud the weather be changing because ye cried,",sadness,0.9134
"The strengthe of love to withstonde,",joy,0.8609
"But no sun shone, and all around",sadness,0.8512
sed lux dolis contraria,neutral,0.8761
"Arise, awaken,",neutral,0.9206
"As with sweet grace her snowy neck she bows,",neutral,0.9067
"Of fiery Darts in flaming volies flew,",anger,0.9798
"That have intelligence and love, are pierc'd.",neutral,0.9462
Where Warragamba's rage has rent in twain,anger,0.9728
I fear that this bar does not trust.,fear,0.9854
And point the gem by its refulgent shine.,neutral,0.9291
And forward still we press,neutral,0.9363
"And not by painted shewes, and titles vaine,",neutral,0.9433
"Feeling your warm, sweet breath,",joy,0.9514
"A lover at thy feet bends low,",disgust,0.9033
"He calls the rivers,--at their monarch's call",neutral,0.9431
The tears stood in her eyes,sadness,0.9154
Tower of our Hope! through thee we climb,fear,0.8655
Till it took the form and features,neutral,0.963
"In such a rage awei forth ladden,",anger,0.9682
"And blend, while heavier slumber in her eyes is,",neutral,0.9326
I stood by Glencar Water,fear,0.9447
"One flower, which smiles in sunshine or in storm,",joy,0.8921
"To die, when summer dies on the cold sward.",sadness,0.9659
"At times a stricken, parching sod,",sadness,0.871
"Rome's triumphs, and Ascanius' distant sons,",joy,0.9216
"accompanied by Plans drawn to a Uniform Scale, and Letterpress",neutral,0.8967
"You brought me even here, where I",neutral,0.8857
When I hold the lamp of love in my heart its light falls on you,joy,0.9111
The pensive moon her light doth veil;,sadness,0.8654
"Lives through all life, extends through all extent,",neutral,0.8757
"Then, living turfs upon his body lay:",disgust,0.9537
"Art thou akin, O fair of form,",neutral,0.8572
Lichens cling to its flesh as a leprosy.,disgust,0.9515
And thy fingers with spoils of the Sassanach maiden:,disgust,0.8993
Receives from the sun its heat.,joy,0.855
"When summoned by the voice of song,",fear,0.8744
He sat by me in school. His face is now,disgust,0.8659
"When the road was so dark, and the night was so cold,",fear,0.9084
"The Trojan bands, by hostile fury press’d,",anger,0.9839
And only those who strive mightily,neutral,0.9559
The headless trunk bedrenched with gore,disgust,0.962
"take him in a black decked ship far from Ithaca, that he",neutral,0.8712
Such was their devilish pious fury.,anger,0.9359
Why should it not be rather joy that so,joy,0.9661
But what when their fresh splendours close?,neutral,0.882
"And by his Goddess mother sue to him,",anger,0.9276
And all within so happy and so bright.,joy,0.9633
"Still support, control, protect us,",neutral,0.8955
And the happy hearts grew still,joy,0.943
flame and break)--,anger,0.9693
"Thou sav'st Barabbas in that hideous hour,",fear,0.8578
"No, her abode's in brimmers,",neutral,0.8631
For with my deeth the trouthe shal be sene.,disgust,0.8514
A cry as of the Hebrew seer,sadness,0.9802
"These keen, resourceful, unremorseful,",disgust,0.8669
"Each ""cosy corner"" set apart,",neutral,0.8869
'Mid Scotia's dark mountains--the Vale of Killean.,fear,0.8894
"With glad resolve to take the fatal leap,",joy,0.9758
Black but fair.,neutral,0.9139
Now the King enjoyes his own again.,joy,0.8674
"Their days insipid, dull, an' tasteless;",sadness,0.9281
As Arab children hear their mother's cry,sadness,0.8873
"Thus the boat at length was ready,",neutral,0.8967
"(As all sapient people know),",neutral,0.9077
And moved his brush to write a new song.,neutral,0.9164
"Many made love to me,",joy,0.8547
"Bathing there amid the waters,",fear,0.9517
But yesterday--the exulting nation's shout,anger,0.9805
In the castle over the sea.,fear,0.9712
similarity of their names. It is not very clear what flower it is,neutral,0.8709
How differently the world would men behold!,surprise,0.8509
What spectre have I harbour'd thus!,fear,0.8533
And the harebell shakes on the windy hill--,fear,0.9277
Jacob Faithful (w. portrait) 1 v.,neutral,0.8691
Was piled with corpses; for each Roman stood,disgust,0.9064
"Cherished what dreams and breathed what prayers in vain,",sadness,0.8952
"One golden day in sultry June,",anger,0.9111
"Cough, hectic flushes, every evil sign,",disgust,0.866
"From Winter's howling, fearful, bitter blasts,",fear,0.8872
"Could reach firm mother-earth, one full heart on whose beat",neutral,0.918
True things hereafter will declare it to thee.,neutral,0.9048
Has been rehearsed) and from the giddy height,joy,0.9728
"So loud, so terrible that shout!",fear,0.8944
"Now plucked the mango’s spray, and now",neutral,0.9058
"From of old, there He, _Ischyros_,",neutral,0.9386
Of this sweet light and breath deprived lie;,sadness,0.8517
"He is a fool his whole life long!""",anger,0.8799
And a tear stood in his e’e.,sadness,0.9133
"Not with the roll of the stirring drums,",neutral,0.8988
And what lives will merry be;,joy,0.8833
"Author's punctuation style is preserved, except where noted.",neutral,0.9057
The noble Earl was slain.,sadness,0.9664
And feel that even now I'm not alone.,sadness,0.9737
"Some cowled, and some bare-headed, on they came,",disgust,0.9362
I looked back as the train began to start;,fear,0.9492
"I can recall, in bygone days,",neutral,0.8965
"Pale, watchful, sad, as tho' he just,",sadness,0.8518
Regent of spheres that lock our fears,fear,0.9214
"Of linked sweetness long drawn out,""",neutral,0.906
head. I must confess that the whole thing is very pleasant and,joy,0.9773
And nerve thine arm when perilous thy plight.,fear,0.9671
And bade the sacred shade to Stygian realms repair.,neutral,0.9454
"Evidently in days long past designed,",neutral,0.8867
"Thou lingerest at the fatal door,",fear,0.9026
"_John._--What cheer, awd stock? say what's ther beean te doo,",joy,0.9788
"From Spire an aged bishop, of reverend report,",disgust,0.9341
Faith can firmly trust him,neutral,0.888
Where disease and sorrow in garrets languished neglected.,sadness,0.9364
"Clutching vain shadows, yearning sore to speak,",sadness,0.9265
"Another, or another year, for thee,",neutral,0.9238
"Which is His bidding,",neutral,0.9023
Said the Chinese nightingale.,neutral,0.9062
With whom the melodies abide,neutral,0.8665
Her dial in the blue:,neutral,0.8685
"Heard, and was rent asunder like a veil.",disgust,0.9663
The Emperor Carle around him calls his (Franks):,neutral,0.9003
"We aren't no thin red 'eroes, nor we aren't no blackguards too,",neutral,0.9117
Serving worst who served thee longest;,disgust,0.9022
The tyrant is laid low!,anger,0.8974
"Then off away at break of day, with strong hands on the reins,",neutral,0.9084
"When threatening not ourselves, but those we love;",fear,0.9212
Were on her trembling lips and sweet.,fear,0.9882
"And little weeds the children pull,",neutral,0.8975
And her great sister; and a cow yet barren slays aright,sadness,0.8751
He came with faltering steps and slow,fear,0.9295
"Doe you him take, and in your bosome bright",neutral,0.8728
That every Grimalkin will,neutral,0.9578
"Ah, feed upon it lightly, for who knows",neutral,0.8548
The loving kindness of the wayside well;,joy,0.9223
"His mouf look lak de fier place,",disgust,0.8649
"""I charge thee fear not: let them, as they will,",fear,0.9573
"Whan it cam to the grete nede,",neutral,0.9257
Whose step first trod the dreadful pass? Whose sword,fear,0.9823
The whiteness of his soul--and thus men o'er him wept.,sadness,0.8572
My muse may imp her wing for some sublimer flight.,neutral,0.9448
"salt, rising to wreak terror",fear,0.9825
"Ere Launcelot arrive.""",neutral,0.9054
Flowers for the weary souls of a weary town.,sadness,0.9607
"Yet harbours vengeance for the tyrant's feast.""",anger,0.8802
conversation that he charms every one who sees him; his honeyed,joy,0.8713
"A wilder rhyme, a livelier note, of freedom and Peru.",joy,0.8576
"""Good-will and peace!"" how sweet the sound",joy,0.9378
And answer thus the King of men return'd.,neutral,0.944
"Here from morning till night they are selling and buying,",neutral,0.8556
"Immortal mortal man,",neutral,0.853
And where his gentle sister throws,neutral,0.9129
Creeping and peeping and prowling about;,fear,0.9007
"When the priest craved a blessing on dainties most rare,",disgust,0.9705
Yet let no sweet ruth for my misery grieve thee.,sadness,0.9798
"Though all the rest with stated rules we bound,",neutral,0.8774
"And o'er a lonely eminence to climb,",sadness,0.8942
"Which is not life, but only death in life.",neutral,0.8504
Molles ad numeros laetum motare cacumen:-,neutral,0.9137
"produce an infinite variety of irregular under-standing, so the",neutral,0.8976
"And the birds of the air have nests,",neutral,0.905
"Fear'd as thou art, yet sent by Heaven to prove",fear,0.9912
Nature's everlasting system.,neutral,0.8743
"My heart is gladder than all these,",joy,0.9838
"I laugh, when those who at the Spear are bold",joy,0.9382
Now backward must our story go awhile,neutral,0.8866
Robbers carry a treasure,neutral,0.8982
"Young Corydon, the unhappy shepherd swain,",sadness,0.9855
"No, not these things, but grosser things than these",disgust,0.976
"Thro' damp and gloom--mid crash of boughs,",sadness,0.9609
"And is not troubled by them; clear of wrath,",anger,0.9712
"_Building_, like _Painting_, proper Point of Sight,",neutral,0.9372
When the sunny hours,joy,0.9458
No busy hand provoke a tear.,anger,0.9331
"Get wisdom and fair qualities to-day,",neutral,0.9495
"""Cum subito assurgens fluctu nimbosus Orion.""",neutral,0.8883
"“We’re glad to see thee, John,” they cried,",joy,0.9779
The wonderful music with shouting and laughter.,joy,0.9876
"Red hands, to clutch their gain!",anger,0.8581
"When we have laugh'd to see the sails conceive,",joy,0.8647
"Though I fear the other Censor (Morals, Cinemas, and Vice)",fear,0.9848
"Till at last, when each in turn had spoken,",neutral,0.9518
"Who dying conquer'd, or what breast but beats",neutral,0.8808
live at Springfield. I am afraid you would not be satisfied.,fear,0.9696
From stone to stone with merry laugh,joy,0.937
"""Plague upon the hurricane that made us furl and flee!",fear,0.9051
"They came, of course, at their master's call,",neutral,0.911
"And should the Nine their aid refuse,",anger,0.9226
"The warriors standing on the breezy shore,",joy,0.9043
"Out on the steps, an' nen I smile,",joy,0.9765
"They only will aspire,",neutral,0.9328
"No, not while that flag",neutral,0.9229
Are oil and gunpowder; and some good lessons,neutral,0.8911
"Here let us sport,",neutral,0.8547
We will not miss,sadness,0.9324
Dearer Freedom's rugged service,neutral,0.9288
Hic agitur virgae res tibi multa tuae.,neutral,0.9156
One milk-full for thy warrior child.,neutral,0.8677
"King James! the Douglas, doomed of old,",sadness,0.9375
_Samebito_ or _Kojin_ of the Far East is a conception,neutral,0.8789
"And the night descend upon us,",fear,0.8576
The wounds of Destiny's relentless rage.,anger,0.9633
And boisterous shouts that made me think at once,joy,0.9668
"But I loved the great sea more and more,",joy,0.9171
"We have penned new plans since that fair fond day,",neutral,0.8522
"Man knoweth not, but suddenly both doors,",surprise,0.968
Of sense at loss of _her_.--,sadness,0.9109
"Till, safe at last, he made it fast",neutral,0.9454
Enjoyed by us excites his envy more;,joy,0.8617
A louder crash upstartled me in dread:,fear,0.9928
Hung aloft on poles for scarecrows,fear,0.9664
"Reflected from the vastly Infinite,",neutral,0.8785
"Arcturus, the wet Hyades, and either Northern Bear,",neutral,0.872
"And that green leaf has fixed it now,",neutral,0.9114
For afterwards,neutral,0.9003
"Gleam in the distance, and sweet memories",joy,0.8995
But just a place God's made for us,neutral,0.9443
That the unseen hand puts on the crown of night,fear,0.9087
"Preserve our plains, and shield the Mantuan towers,",neutral,0.8982
Hear yet more of the vesture worn by the haughty dame;,disgust,0.8949
Will drive the other out with much offence.,anger,0.9093
"Pilfering sparrows, you have taught me,",neutral,0.8546
"Hic testis, hic est arbiter,",neutral,0.9214
... may have the skill ...,neutral,0.8568
"And Judas fled in his horror,",fear,0.9897
"That chain of MONT BLANC'S, which my fancy flew o'er,",neutral,0.8692
"Across the copper threshold, and with doubtful look",fear,0.9737
"very ""old Jack Pinchbacke"" mentioned by Sir Nicholas L'Estrange,",neutral,0.8503
"He flew to the pepper, and sat down before it,",neutral,0.8899
"Glyfte, became frightened, B. 849. Originally to stare, look",fear,0.991
"Rear them with all a mother's care; meantime,",neutral,0.9226
"Wild storms should rage to chord with my desire,",anger,0.9892
(That dreadful oath which binds the thunderer),fear,0.9309
"Some have crept on, and some have flown",neutral,0.9382
To find out where it is.,neutral,0.8751
"Where rosy tints upon the blue lake shone,",joy,0.8655
"Rais'd them by wings in air, which sudden shot",surprise,0.911
"labeled, ""To be eaten in the wind.""",disgust,0.8914
"O Philomela fair, O take some gladness",joy,0.9675
"He left; as I, meseems, erewhile have shown.",neutral,0.8937
Once more through all he bursts his thundering way--,anger,0.8844
Do all press upwards and do come to rest,neutral,0.8836
"Which grows, and bears abroad, rich truths for all,",neutral,0.8968
"Find an evening's recreation,",neutral,0.8594
"I have oft stood as if bound by a spell,",fear,0.9005
"Under the lustrous leaves, and through the sheen",disgust,0.9598
"When you have done, pray tell me,",neutral,0.8612
While the jolly hours lead on propitious May.,joy,0.9862
And without rebuke or question,anger,0.8836
"All earthly pleasure, all imagin'd good,",joy,0.9276
And angel sunbeams throng the ways;,joy,0.8594
"Then turn'd to watch once more the look,",neutral,0.8949
"In the pool drowsed the cattle up to their knees,",disgust,0.945
"Through dreary wilds, where never pilgrim trod,",fear,0.9095
With equall plaints her sorrowe did partake.,disgust,0.9481
"And now, approach'd dread Neptune's secret reign,",fear,0.9394
Todos sentidos humanos,neutral,0.9064
This day we unite,joy,0.9498
Of the rejoicing stars--is silent praise.,joy,0.9232
Three centuries ago.,neutral,0.9235
And by that sign protected,neutral,0.8976
"While Enoch was abroad on wrathful seas,",anger,0.9857
"The marriage feast with all luxurious store,",joy,0.9173
It needs no yearly offerings at his tomb,neutral,0.9087
"Statius replied: ""Each syllable of thine",neutral,0.8508
"landscape, derived from various sources; as first from the",neutral,0.8535
We all might fear if any / affront to him should offered be.,fear,0.9015
"with a loud cry, bent on killing him, but Apollo caught him up",anger,0.9067
"God pardon me, if I do him wrong!",anger,0.8839
"Alas, alas! for Hamelin!",sadness,0.9234
"May never rage like thine my soul enslave,",anger,0.9886
"The house, from whence your tears have had their spring,",sadness,0.9057
ommentans: _ob-manens_ (_manto_ freq. of _maneo_).,neutral,0.8598
"Together of the water get them clear,",neutral,0.9579
May every joy your lives attend.,joy,0.9416
Answered in the words which follow:,neutral,0.8588
"And dost thou smile, oh thy sweet face!",joy,0.9547
Time's wheel runs back or stops: Potter and clay endure.,neutral,0.8501
"Small was he, and his step was tremulous, weak, and uncertain;",fear,0.991
"All were merry, all were happy,",joy,0.95
Can usefully blend.,neutral,0.9061
"One after one, and bitter thoughts increase",anger,0.8674
Some angel or else her prayers protected them.,neutral,0.9333
"Five earls will come with the king,",neutral,0.8896
"He knew the songs of races, the names of ancient date;",neutral,0.8846
Whereat the heart doth shudder to behold,fear,0.9922
I fear lest I may lose my life with those,fear,0.9908
My mate in the nest on the high bright tree,joy,0.9311
"Loathly and liquid, as fly from a dish;",disgust,0.959
Was the apiest Ape that ever was seen!,surprise,0.8652
"Unchallenged, while ye follow wandering fires",fear,0.9378
visionary but honest enthusiast.,neutral,0.9322
And mooned white memory,neutral,0.9489
To the feet he has left; let intrigue now recover,neutral,0.9154
"In the crowd, yet lost and lonely,",sadness,0.9467
Stalk'd shrieking dreadful; me pale horror seized.,fear,0.993
"""_Far buon tempo e trionfare_""",neutral,0.9389
"Light, the revealer of dread beauty's face!",fear,0.9775
"The king, alarm’d: ""Say what, and whence thou art",fear,0.9613
He made in that black bag of horny blood.,disgust,0.965
The serious showres along His decent Face run sadly down.,sadness,0.9817
"Of cheeks and lips that are one and free,",neutral,0.949
"Be cheerful, and light",joy,0.9598
"Or call with truth one span of earth their own,",neutral,0.8873
"Like spiders, in the altar's wood.",disgust,0.9387
Are threaten'd when he thunders. As we near'd,fear,0.9764
Now you're here we'll have our day....,neutral,0.8976
_To watch thee shrinking calmly hadst thou smiled._--[MS.],joy,0.8569
"But, oh! with what sad certainty our spirits would subside",sadness,0.9814
"Mit caps of gold und goldne pins,",neutral,0.9271
To every craft for mannes helpe,neutral,0.902
To-day I was so weary and I lay,sadness,0.917
So spake Jove's daughter; they obedient heard.,neutral,0.8649
By God's love I shall then begin to live.,joy,0.9087
Who by unknown force and insight.,surprise,0.9049
"From your time-honoured bin descend,",neutral,0.9561
"And so does Fortune’s wheel withal,",neutral,0.8845
To see us southward scamper;,fear,0.8858
Where all strife and impatience are vain,anger,0.8651
Take all afar and rend them if ye will!,anger,0.9504
Her presence; but the music died and gave,sadness,0.9101
"And being welcomed, went.",joy,0.8851
In the forest of Arcadia.,fear,0.9064
When on the son he loved so well,joy,0.881
"Save their own painted skins, our sires had none.",neutral,0.8515
"On his lips a smile of beauty,",joy,0.9196
Rolling convulsive on the floor is seen,disgust,0.9274
"She hath a natural, wise sincerity,",neutral,0.8619
and then was clear to me the variation which they make in their,neutral,0.8691
And the tall Jak and Mango grow.,neutral,0.8627
"Cried, ""Where's the coward that would not dare",anger,0.8605
deepest fullness.  Let me for once feel that lost sweet touch in,sadness,0.972
And only be of use to read and weep.,sadness,0.8696
I should not fear the fight.,fear,0.9902
"with dry eyes, and to weep at the same time for the calamities of",sadness,0.9832
"To hear them complain,",anger,0.9263
Of first beginnings and his father's youth.,fear,0.8558
"And spurred him hard against Count Gerein,",anger,0.9318
Nature will furnish subjects far beyond,neutral,0.9
"Nought that is right, think little; well aware,",neutral,0.894
"Tears and a broken heart, when came",sadness,0.9855
From fear of peril and foul horror free.,fear,0.9918
O dread presentiment of coming rain,fear,0.9873
The fatal night-shade grows and bitter rue!,anger,0.907
His childhood's thoughts created,neutral,0.923
All that of arts Mavortian elder Rome,neutral,0.9267
For he of joys divine shall tell,joy,0.9618
"Little did we foresee the fate,",surprise,0.8513
Upon the tree I cast a frightful look;,fear,0.9942
"The spindle follows, and displays the charms",neutral,0.9154
"And reach in further than you know,",neutral,0.9473
Us of thy sunny sheaves of Harvest Day;,joy,0.9428
"'Tis really shameful, I declare,",disgust,0.9297
"And I grew faint and dizzy, and we went",fear,0.96
