poem content,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise,age,type,label_num
"There it was, word for word,
The poem that took the place of a mountain.

He breathed its oxygen,
Even when the book lay turned in the dust of his table.

It reminded him how he had needed
A place to go to in his own direction,

How he had recomposed the pines,
Shifted the rocks and picked his way among clouds,

For the outlook that would be right,
Where he would be complete in an unexplained completion:

The exact rock where his inexactnesses
Would discover, at last, the view toward which they had edged,

Where he could lie and, gazing down at the sea,
Recognize his unique and solitary home.",4.0,neutral,0.58948195,0.02387426,0.2785814,0.04391247,0.005130926,0.58948195,0.024808822,0.034210213,Modern,Nature,4
"What do I owe to you
Who loved me deep and long?
You never gave my spirit wings
Nor gave my heart a song.

But oh, to him I loved,
Who loved me not at all,
I owe the little open gate
That led through heaven’s wall.",4.0,neutral,0.68784344,0.03599591,0.037594788,0.009628221,0.023617286,0.68784344,0.15992671,0.045393668,Modern,Love,4
"The Sphinx has fallen upon him
with teeth and nails outstretched
and with the full ferocity of life.
Oedipus fell at her first onslaught,
her first appearance horrified him—
until then he had never imagined
such a face or such talk.
But for all the monster's leaning
her two legs on Oedipus' breast,
he recovers quickly—and now
he has no fear of her at all, because he has
the solution ready and will win.
And yet he is not joyful over this victory.
His fully melancholy gaze
is not turned on the Sphinx, beyond
he sees the narrow road that leads to Thebes,
and that finally will end at Colonus.
And his soul is clearly and prophetically aware
that there the Sphinx will speak to him again
with more difficult and with more extensive
riddles that have no answer.",5.0,sadness,0.9601747,0.002123007,0.004327476,0.011653635,0.005204546,0.013389193,0.9601747,0.003127529,Modern,Mythology & Folklore,5
"I went to the dances at Chandlerville,
And played snap-out at Winchester.
One time we changed partners,
Driving home in the moonlight of middle June,
And then I found Davis.
We were married and lived together for seventy years,
Enjoying, working, raising the twelve children,
Eight of whom we lost
Ere I had reached the age of sixty.
I spun, I wove, I kept the house, I nursed the sick,
I made the garden, and for holiday
Rambled over the fields where sang the larks,
And by Spoon River gathering many a shell,
And many a flower and medicinal weed 
Shouting to the wooded hills, singing to the green valleys.
At ninety-six I had lived enough, that is all,
And passed to a sweet repose.
What is this I hear of sorrow and weariness,
Anger, discontent and drooping hopes?
Degenerate sons and daughters,
Life is too strong for you 
It takes life to love Life.",5.0,sadness,0.8331813,0.12861498,0.011375031,0.003328482,0.0048855,0.014898169,0.8331813,0.003716449,Modern,Love,5
"Down by the salley gardens
   my love and I did meet;
She passed the salley gardens
   with little snow-white feet.
She bid me take love easy,
   as the leaves grow on the tree;
But I, being young and foolish,
   with her would not agree.

In a field by the river
   my love and I did stand,
And on my leaning shoulder
   she laid her snow-white hand.
She bid me take life easy,
   as the grass grows on the weirs;
But I was young and foolish,
   and now am full of tears.
 ",5.0,sadness,0.5771358,0.08386038,0.024295567,0.22726557,0.047905494,0.026159845,0.5771358,0.01337737,Modern,Love,5
"Her terrace was the sand
And the palms and the twilight.
 
She made of the motions of her wrist
The grandiose gestures
Of her thought.
 
The rumpling of the plumes
Of this creature of the evening
Came to be sleights of sails
Over the sea.
 
And thus she roamed
In the roamings of her fan,

Partaking of the sea,
And of the evening,
As they flowed around
And uttered their subsiding sound.",2.0,fear,0.5395814,0.051527552,0.075128704,0.5395814,0.0356213,0.14256918,0.11427945,0.041292444,Modern,Nature,2
"But then there comes that moment rare
When, for no cause that I can find,
The little voices of the air
Sound above all the sea and wind.

The sea and wind do then obey
And sighing, sighing double notes
Of double basses, content to play
A droning chord for the little throats

The little throats that sing and rise
Up into the light with lovely ease
And a kind of magical, sweet surprise
To hear and know themselves for these

For these little voices: the bee, the fly,
The leaf that taps, the pod that breaks,
The breeze on the grass-tops bending by,
The shrill quick sound that the insect makes.",3.0,joy,0.60341984,0.004508719,0.002898297,0.002770355,0.60341984,0.12622717,0.033453245,0.2267224,Modern,Nature,3
"When shiny Hector reached out for his son, the wean
Squimed and buried his head between his nurse's breasts
And howled, terrorised by his father, by flashing bronze
And the nightmarish nodding of the horse-hair crest.
His daddy laughed, his mammy laughed, and his daddy
Took off the helmet and laid it on the ground to gleam,
Then kissed the babbie and dandled him in his arms and
Prayed that his son might grow up bloodier than him.",2.0,fear,0.965603,0.018144105,0.006879292,0.965603,0.002154325,0.002580866,0.003174052,0.001464369,Modern,Mythology & Folklore,2
"The Centaur does not need a Horse;
He's part of one, as a matter of course.
'Twixt animal and man divided,
His sex-life never is one-sided.
He does what Doves and Sparrows do—
What else he does is up to you.",4.0,neutral,0.77366257,0.06533575,0.076628186,0.025516849,0.010948505,0.77366257,0.031181233,0.016726881,Modern,Mythology & Folklore,4
"She was a village
Of lovely knowledge
The high roads left her aside, she was forlorn, a maid 
Water ran there, dusk hid her, she climbed four-wayed.
Brown-gold windows showed last folk not yet asleep;
Water ran, was a centre of silence deep,
Fathomless deeps of pricked sky, almost fathomless
Hallowed an upward gaze in pale satin of blue.
And I was happy indeed, of mind, soul, body even
Having got given
A sign undoubtful of a dear England few
Doubt, not many have seen,
That Will Squele he knew and was so shriven.
Home of Twelfth Night  Edward Thomas by Arras fallen,
Borrow and Hardy, Sussex tales out of Roman heights callen.
No madrigals or field-songs to my all reverent whim;
Till I got back I was dumb.",2.0,fear,0.62966114,0.00286718,0.002109974,0.62966114,0.1305056,0.026860032,0.19379096,0.014205058,Modern,Mythology & Folklore,2
"No crooked leg, no bleared eye,
No part deformed out of kind,
Nor yet so ugly half can be
As is the inward suspicious mind.",2.0,fear,0.4211827,0.032794077,0.25658932,0.4211827,0.002560395,0.19582304,0.044692766,0.046357628,Renaissance,Nature,2
"When Orpheus and his Eurydice
walked up from the underworld, they thought
of the light up there, how beautiful it was,
how much they longed for, needed it;
but even so, they'd been a long time
in the dark, too long. They'd learned it needed them",5.0,sadness,0.27146736,0.034996442,0.060406134,0.26042366,0.19891007,0.10414504,0.27146736,0.06965127,Modern,Mythology & Folklore,5
"Protector of sheep, goats and cattle,
Pillar of strength, personified phallus,
Herald of gods, arrant pilferer,
Patron of travellers, indefatigable runner,
Flyer like a breath of wind
Over the watery sea and the vast earth,
Leader of the souls of Penelope's slain suitors
As they flew rustling like bats
To the welcoming fields of asphodel,
Where the ghosts of those who are no longer dwell,
What can you do to help us in this hell
Of perpetual wars that we inhabit?
Teach us with your cunning, bit by bit,
To learn to live as ghosts with ghosts
On the world's unbearably barren coasts.",2.0,fear,0.8178512,0.030639095,0.03839299,0.8178512,0.004363233,0.07956424,0.02544506,0.003744238,Modern,Mythology & Folklore,2
"There is a wolf in me . . . fangs pointed for tearing gashes . . . a red tongue for raw meat . . . and the hot lapping of bloodI keep this wolf because the wilderness gave it to me and the wilderness will not let it go.    

There is a fox in me . . . a silver-gray fox . . . I sniff and guess . . . I pick things out of the wind and air . . . I nose in the dark night and take sleepers and eat them and hide the feathers . . . I circle and loop and double-cross.

There is a hog in me . . . a snout and a belly . . . a machinery for eating and grunting . . . a machinery for sleeping satisfied in the sunI got this too from the wilderness and the wilderness will not let it go.

There is a fish in me . . . I know I came from salt-blue water-gates . . . I scurried with shoals of herring . . . I blew waterspouts with porpoises . . . before land was . . . before the water went down . . . before Noah . . . before the first chapter of Genesis.

There is a baboon in me . . . clambering-clawed . . . dog-faced . . . yawping a galoots hunger . . . hairy under the armpits . . . here are the hawk-eyed hankering men . . . here are the blonde and blue-eyed women . . . here they hide curled asleep waiting . . . ready to snarl and kill . . . ready to sing and give milk . . . waitingI keep the b",0.0,anger,0.32001776,0.32001776,0.24707697,0.16763712,0.005118037,0.1733112,0.063952535,0.02288647,Modern,Nature,0
"There are rhymes in this world.
Disjoin them, and it trembles.
You were a blind man, Homer.
Night sat on your eyebrows.
Night, your singer's cloak.
Night, on your eyes, like a shutter.
Would a seeing man not have joined
Achilles to Helen?
Helen. Achilles.
Name a better sounding match.
For, in defiance of chaos
The world thrives on accords.
Yet, disjointed (with accord
At its core) it seeks revenge
In wifely unfaithfulness
And the burning Troy.
You were a blind man, bard.
You littered fortune like trash.
Those rhymes have been forged in that
World, and as you draw them apart
This world crumbles. Who needs
An accord! Grow old, Helen!
Achaia's best warrior!
Sparta's sweet beauty!
Nothing but the murmur
Of myrtle, a lyre's dream:
""Helen. Achilles.
The couple kept apart.""",2.0,fear,0.875613,0.03847071,0.017741045,0.875613,0.002079653,0.03585167,0.026343133,0.003900707,Modern,Mythology & Folklore,2
"Since she whom I lov'd hath paid her last debt
To nature, and to hers, and my good is dead,
And her soul early into heaven ravished,
Wholly in heavenly things my mind is set.
Here the admiring her my mind did whet
To seek thee, God; so streams do show the head;
But though I have found thee, and thou my thirst hast fed,
A holy thirsty dropsy melts me yet.
But why should I beg more love, whenas thou
Dost woo my soul, for hers off'ring all thine,
And dost not only fear lest I allow
My love to saints and angels, things divine,
But in thy tender jealousy dost doubt
Lest the world, flesh, yea devil put thee out.",2.0,fear,0.70522046,0.044711813,0.006048079,0.70522046,0.003524581,0.015970793,0.22000453,0.004519741,Renaissance,Love,2
"Since I am coming to that holy room,
         Where, with thy choir of saints for evermore,
I shall be made thy music; as I come
         I tune the instrument here at the door,
         And what I must do then, think here before.

Whilst my physicians by their love are grown
         Cosmographers, and I their map, who lie
Flat on this bed, that by them may be shown
         That this is my south-west discovery,
      Per fretum febris, by these straits to die,

I joy, that in these straits I see my west;
         For, though their currents yield return to none,
What shall my west hurt me? As west and east
         In all flat maps (and I am one) are one,
         So death doth touch the resurrection.

Is the Pacific Sea my home? Or are
         The eastern riches? Is Jerusalem?
Anyan, and Magellan, and Gibraltar,
         All straits, and none but straits, are ways to them,
         Whether where Japhet dwelt, or Cham, or Shem.

We think that Paradise and Calvary,
         Christ's cross, and Adam's tree, stood in one place;
Look, Lord, and find both Adams met in me;
         As the first Adam's sweat surrounds my face,
         May the last Adam's blood my soul embrace.

So, in his purple wrapp'd, receive me, Lord;
         By these his thorns, g",5.0,sadness,0.5240766,0.015104795,0.010988965,0.12171081,0.19333285,0.08281571,0.5240766,0.05197029,Renaissance,Nature,5
"Sir Charles into my chamber coming in,
When I was writing of my Fairy Queen;
I praysaid hewhen Queen Mab you do see
Present my service to her Majesty:
And tell her I have heard Fame's loud report
Both of her beauty and her stately court.
When I Queen Mab within my fancy viewed,
My thoughts bowed low, fearing I should be rude;
Kissing her garment thin which fancy made,
I knelt upon a thought, like one that prayed;
And then, in whispers soft, I did present
His humble service which in mirth was sent;
Thus by imagination I have been
In Fairy court and seen the Fairy Queen.",0.0,anger,0.26429585,0.26429585,0.14570697,0.057977196,0.2627153,0.019884355,0.24445744,0.00496282,Renaissance,Mythology & Folklore,0
"They came to tell your faults to me,
They named them over one by one;
I laughed aloud when they were done,
I knew them all so well before, 
Oh, they were blind, too blind to see
Your faults had made me love you more.",4.0,neutral,0.32698014,0.048243895,0.06830366,0.15139069,0.12532796,0.32698014,0.17962967,0.10012397,Modern,Love,4
"Where, like a pillow on a bed
         A pregnant bank swell'd up to rest
The violet's reclining head,
         Sat we two, one another's best.
Our hands were firmly cemented
         With a fast balm, which thence did spring;
Our eye-beams twisted, and did thread
         Our eyes upon one double string;
So to'intergraft our hands, as yet
         Was all the means to make us one,
And pictures in our eyes to get
         Was all our propagation.
As 'twixt two equal armies fate
         Suspends uncertain victory,
Our souls (which to advance their state
         Were gone out) hung 'twixt her and me.
And whilst our souls negotiate there,
         We like sepulchral statues lay;
All day, the same our postures were,
         And we said nothing, all the day.
If any, so by love refin'd
         That he soul's language understood,
And by good love were grown all mind,
         Within convenient distance stood,
He (though he knew not which soul spake,
         Because both meant, both spake the same)
Might thence a new concoction take
         And part far purer than he came.
This ecstasy doth unperplex,
         We said, and tell us what we love;
We see by this it was not sex,
         We see we saw not what did move;
But as all several souls contain
",2.0,fear,0.46371606,0.04391692,0.020680485,0.46371606,0.07220984,0.13148893,0.1524386,0.11554916,Renaissance,Nature,2
"Fly, fly, my friends, I have my death wound, fly!
See there that boy, that murd'ring boy, I say,
Who, like a thief, hid in dark bush doth lie
Till bloody bullet get him wrongful prey.
So tyrant he no fitter place could spy,
Nor so fair level in so secret stay,
As that sweet black which veils the heav'nly eye;
There himself with his shot he close doth lay.
Poor passenger, pass now thereby I did,
And stay'd, pleas'd with the prospect of the place,
While that black hue from me the bad guest hid;
But straight I saw motions of lightning grace
And then descried the glist'ring of his dart:
But ere I could fly thence it pierc'd my heart.",0.0,anger,0.93826944,0.93826944,0.013308606,0.026552401,0.001601308,0.009410236,0.009185751,0.00167233,Renaissance,Love,0
"Before the oarsmen of Odysseus
would leave their mark upon the wine-dark sea,
I can divine the indefinable forms
of that old god whose name was Proteus.
Shepherd of the wave-flocks of the waters
and wielder of the gift of prophecy,
he liked to make a secret of his knowledge
and weave a pattern of ambiguous signs.
At the demand of people, he took on
the substance of a lion or a bonfire
or a tree, spreading shade on the river bank
or water which would disappear in water.
Proteus the Egyptian should not surprise you,
you, who are one, but also many others.",6.0,surprise,0.5021789,0.05288497,0.08721117,0.08805088,0.012663472,0.21613218,0.040878326,0.5021789,Modern,Mythology & Folklore,6
"If all the world and love were young,
And truth in every Shepherds tongue,
These pretty pleasures might me move,
To live with thee, and be thy love.

Time drives the flocks from field to fold,
When Rivers rage and Rocks grow cold,
And Philomel becometh dumb,
The rest complains of cares to come.

The flowers do fade, and wanton fields,
To wayward winter reckoning yields,
A honey tongue, a heart of gall,
Is fancys spring, but sorrows fall.

Thy gowns, thy shoes, thy beds of Roses,
Thy cap, thy kirtle, and thy posies
Soon break, soon wither, soon forgotten:
In folly ripe, in reason rotten.

Thy belt of straw and Ivy buds,
The Coral clasps and amber studs,
All these in me no means can move
To come to thee and be thy love.

But could youth last, and love still breed,
Had joys no date, nor age no need,
Then these delights my mind might move
To live with thee, and be thy love.",5.0,sadness,0.86622083,0.09022778,0.009286306,0.004476463,0.00438951,0.021076743,0.86622083,0.004322372,Renaissance,Nature,5
"Iphigenia, led to sacrifice
Between the piercing cries of those who weep for her,
Serenely marches with the light
And, face turned forward to the wind,
Like victory riding a vessel's prow,
Untouched, annihilates catastrophe.",5.0,sadness,0.9484421,0.003870758,0.009130583,0.019423222,0.001685785,0.015373729,0.9484421,0.002073794,Modern,Mythology & Folklore,5
"First there is the wind but not like the familiar wind but long and without lapses or falling away or surges of air as is usual but rather like the persistent pressure of a river or a running tide.

   This wind is from the other side and has an odor unlike the odor of the winds with us but like time if time had odor and were cold and carried a bitter and sharp taste like rust on the taste of snow or the fragrance of thunder.

   When the air has this taste of time the frontiers are not far from us.

   Then too there are the animals. There are always animals under the small trees. They belong neither to our side nor to theirs but are wild and because they are animals of such kind that wildness is unfamiliar in them as the horse for example or the goat and often sheep and dogs and like creatures their wandering there is strange and even terrifying signaling as it does the violation of custom and the subversion of order.

   There are also the unnatural lovers the distortion of images the penetration of mirrors and the inarticulate meanings of the dreams. The dreams are in turmoil like a squall of birds.

   Finally there is the evasion of those with whom we have come. It is at the frontiers that the companions desert us—that the girl returns to the old country

   that we are alo",1.0,disgust,0.58066446,0.05938125,0.58066446,0.21088435,0.001606713,0.11548578,0.021416558,0.010561007,Modern,Nature,1
"For God's sake hold your tongue, and let me love,
         Or chide my palsy, or my gout,
My five gray hairs, or ruined fortune flout,
         With wealth your state, your mind with arts improve,
                Take you a course, get you a place,
                Observe his honor, or his grace,
Or the king's real, or his stamped face
         Contemplate; what you will, approve,
         So you will let me love.

Alas, alas, who's injured by my love?
         What merchant's ships have my sighs drowned?
Who says my tears have overflowed his ground?
         When did my colds a forward spring remove?
                When did the heats which my veins fill
                Add one more to the plaguy bill?
Soldiers find wars, and lawyers find out still
         Litigious men, which quarrels move,
         Though she and I do love.

Call us what you will, we are made such by love;
         Call her one, me another fly,
We're tapers too, and at our own cost die,
         And we in us find the eagle and the dove.
                The phnix riddle hath more wit
                By us; we two being one, are it.
So, to one neutral thing both sexes fit.
         We die and rise the same, and prove
         Mysterious by this love.

We can die by it, if not live ",5.0,sadness,0.34216857,0.050639782,0.013707083,0.06652717,0.19085419,0.25006256,0.34216857,0.08604063,Renaissance,Love,5
"Since there is no escape, since at the end
My body will be utterly destroyed,
This hand I love as I have loved a friend,
This body I tended, wept with and enjoyed;
Since there is no escape even for me
Who love life with a love too sharp to bear:
The scent of orchards in the rain, the sea
And hours alone too still and sure for prayer
Since darkness waits for me, then all the more
Let me go down as waves sweep to the shore
In pride, and let me sing with my last breath;
In these few hours of light I lift my head;
Life is my loverI shall leave the dead
If there is any way to baffle death.",5.0,sadness,0.8631088,0.031257626,0.015068741,0.07509589,0.002699624,0.009234032,0.8631088,0.003535252,Modern,Nature,5
"Now that I have your face by heart, I look   
Less at its features than its darkening frame   
Where quince and melon, yellow as young flame,   
Lie with quilled dahlias and the shepherd’s crook.   
Beyond, a garden. There, in insolent ease
The lead and marble figures watch the show   
Of yet another summer loath to go
Although the scythes hang in the apple trees.

Now that I have your face by heart, I look.

Now that I have your voice by heart, I read   
In the black chords upon a dulling page   
Music that is not meant for music’s cage,
Whose emblems mix with words that shake and bleed.   
The staves are shuttled over with a stark   
Unprinted silence. In a double dream   
I must spell out the storm, the running stream.   
The beat’s too swift. The notes shift in the dark.

Now that I have your voice by heart, I read.

Now that I have your heart by heart, I see
The wharves with their great ships and architraves;   
The rigging and the cargo and the slaves
On a strange beach under a broken sky.
O not departure, but a voyage done!
The bales stand on the stone; the anchor weeps
Its red rust downward, and the long vine creeps   
Beside the salt herb, in the lengthening sun.

Now that I have your heart by heart, I see.",2.0,fear,0.5538195,0.1119443,0.11927514,0.5538195,0.005851353,0.041370906,0.16138735,0.006351527,Modern,Love,2
"Thou hast made me, and shall thy work decay?
Repair me now, for now mine end doth haste,
I run to death, and death meets me as fast,
And all my pleasures are like yesterday;
I dare not move my dim eyes any way,
Despair behind, and death before doth cast
Such terror, and my feebled flesh doth waste
By sin in it, which it towards hell doth weigh.
Only thou art above, and when towards thee
By thy leave I can look, I rise again;
But our old subtle foe so tempteth me,
That not one hour I can myself sustain;
Thy grace may wing me to prevent his art,
And thou like adamant draw mine iron heart.",2.0,fear,0.9686759,0.011716015,0.00167363,0.9686759,0.000961982,0.003023014,0.013207516,0.000741984,Renaissance,Nature,2
"I know what the caged bird feels, alas!
    When the sun is bright on the upland slopes;   
When the wind stirs soft through the springing grass,   
And the river flows like a stream of glass;
    When the first bird sings and the first bud opes,   
And the faint perfume from its chalice steals
I know what the caged bird feels!

I know why the caged bird beats his wing
    Till its blood is red on the cruel bars;   
For he must fly back to his perch and cling   
When he fain would be on the bough a-swing;
    And a pain still throbs in the old, old scars   
And they pulse again with a keener sting
I know why he beats his wing!

I know why the caged bird sings, ah me,
    When his wing is bruised and his bosom sore,
When he beats his bars and he would be free;
It is not a carol of joy or glee,
    But a prayer that he sends from his hearts deep core,   
But a plea, that upward to Heaven he flings
I know why the caged bird sings!",5.0,sadness,0.9452928,0.007221836,0.006117541,0.016316734,0.007803875,0.008097,0.9452928,0.00915022,Modern,Nature,5
"The stairs lead to the room as bleak as glass
Where fancy turns the statues.
The empty chairs are dreaming of a protocol,
The tables, of a treaty;
And the world has become a museum.
(The girl is gone,
Fled from the broken altar by the beach,
From the unholy sacrifice when calms became a trade-wind.)
The palaces stare out from their uncurtained trouble,
And windows weep in the weak sun.
The women fear the empty upper rooms
More than the streets as grey as guns
Or the swordlight of the wide unfriendly esplanade.
Thoughts turn to salt among those shrouded chairs
Where, with knives no crueller than pens, or promises,
Took place the painless slaying of the leader's daughter.
O, humbler than the truth she bowed her head,
And scarcely seemed, to us, to die.
But after she was killed she fled, alive, like a surprise,
Out of the glass world, to Diana's Tauris.
The wind cheered like a hero in the tackle of the standing ships
And hurled them bravely on the swords and lances of the wintry sea—
While wisdom turned to salt upon the broken piers.
This is the way the ministers have killed the truth, our daughter,
Steps lead back into the rooms we fear to enter;
Our minds are bleaker than the hall of mirrors:
And the world has become a museum.",2.0,fear,0.86419195,0.009810844,0.007417216,0.86419195,0.001357182,0.009379171,0.10590812,0.001935565,Modern,Mythology & Folklore,2
"When Psyche—life—goes down to the shades,
To search for Persephone in the translucent forest,
A blind swallow flings itself at her feet
With Stygian tenderness and a green twig.
A throng of shades rushes towards the fugitive,
Greeting the new companion with lamentations,
And they wring their weak hands at her
With bewilderment, shyly hopeful.
One holds out a mirror, another a flask of perfume—
The soul is a woman after all, she likes trinkets,
And the leafless forest of transparent voices
Is sprinkled with dry laments like fine rain.
And not knowing where to begin in this tender commotion,
The soul does not recognize the transparent groves;
She breathes on the mirror and delays handing over
The copper lozenge for the foggy ferrying",2.0,fear,0.74931765,0.017375892,0.046336666,0.74931765,0.00620179,0.05137692,0.07824711,0.051143907,Modern,Mythology & Folklore,2
"CALM was the day, and through the trembling air
Sweet breathing Zephyrus did softly play,
A gentle spirit, that lightly did delay
Hot Titan's beams, which then did glister fair;
When I whose sullen care,
Through discontent of my long fruitless stay
In prince's court, and expectation vain
Of idle hopes, which still do fly away
Like empty shadows, did afflict my brain,
Walked forth to ease my pain
Along the shore of silver streaming Thames,
Whose rutty bank, the which his river hems,
Was painted all with variable flowers,
And all the meads adorned with dainty gems,
Fit to deck maidens' bowers,
And crown their paramours,
Against the bridal day, which is not long:
      Sweet Thames, run softly, till I end my song.

There, in a meadow, by the river's side,
A flock of nymphs I chanced to espy,
All lovely daughters of the flood thereby,
With goodly greenish locks, all loose untied,
As each had been a bride;
And each one had a little wicker basket,
Made of fine twigs, entrailed curiously,
In which they gathered flowers to fill their flasket,
And with fine fingers cropt full featously
The tender stalks on high.
Of every sort, which in that meadow grew,
They gathered some; the violet pallid blue,
The little daisy, that at evening closes,
The virgin lily, an",2.0,fear,0.86505675,0.004147891,0.003045552,0.86505675,0.025343042,0.018379806,0.08188996,0.002136987,Renaissance,Mythology & Folklore,2
"                                  1 

When the world turns completely upside down
You say well emigrate to the Eastern Shore
Aboard a river-boat from Baltimore;
Well live among wild peach trees, miles from town,
Youll wear a coonskin cap, and I a gown
Homespun, dyed butternuts dark gold color.
Lost, like your lotus-eating ancestor,
Well swim in milk and honey till we drown.

The winter will be short, the summer long,
The autumn amber-hued, sunny and hot,
Tasting of cider and of scuppernong;
All seasons sweet, but autumn best of all.
The squirrels in their silver fur will fall
Like falling leaves, like fruit, before your shot.


                                  2 

The autumn frosts will lie upon the grass
Like bloom on grapes of purple-brown and gold.
The misted early mornings will be cold;
The little puddles will be roofed with glass.
The sun, which burns from copper into brass,
Melts these at noon, and makes the boys unfold
Their knitted mufflers; full as they can hold
Fat pockets dribble chestnuts as they pass.

Peaches grow wild, and pigs can live in clover;
A barrel of salted herrings lasts a year;
The spring begins before the winters over.
By February you may find the skins
Of garter snakes and water moccasins
Dwindled and harsh, dead-whi",5.0,sadness,0.7343658,0.01813134,0.010444,0.072023585,0.03141585,0.07189155,0.7343658,0.061727807,Modern,Nature,5
"Highway, since you my chief Parnassus be,
And that my Muse, to some ears not unsweet,
Tempers her words to trampling horses' feet
More oft than to a chamber melody.
Now, blessed you bear onward blessed me
To her, where I my heart, safe-left, shall meet:
My Muse and I must you of duty greet
With thanks and wishes, wishing thankfully.
Be you still fair, honour'd by public heed;
By no encroachment wrong'd, nor time forgot,
Nor blam'd for blood, nor sham'd for sinful deed;
And that you know I envy you no lot
Of highest wish, I wish you so much bliss,i
Hundreds of years you Stella's feet may kiss.",5.0,sadness,0.57261366,0.009256154,0.001952463,0.00246911,0.36997357,0.024887886,0.57261366,0.018847102,Renaissance,Love,5
"Maurice, weep not, I am not here under this pine tree.
The balmy air of spring whispers through the sweet grass,
The stars sparkle, the whippoorwill calls,
But thou grievest, while my soul lies rapturous
In the blest Nirvana of eternal light!
Go to the good heart that is my husband,
Who broods upon what he calls our guilty love: i
Tell him that my love for you, no less than my love for him
Wrought out my destiny i that through the flesh
I won spirit, and through spirit, peace.
There is no marriage in heaven,
But there is love.",5.0,sadness,0.6998325,0.026735839,0.010555683,0.021454556,0.1677415,0.06754495,0.6998325,0.006134974,Modern,Nature,5
"I myself saw furious with blood
Neoptolemus, at his side the black Atridae,
Hecuba and the hundred daughters, Priam
Cut down, his filth drenching the holy fires.
In that extremity I bore me well,
A true gentleman, valorous in arms,
Disinterested and honourable. Then fled:
That was a time when civilization
Run by the few fell to the many, and
Crashed to the shout of men, the clang of arms:
Cold victualing I seized, I hoisted up
The old man my father upon my back,
In the smoke made by sea for a new world
Saving little—a mind imperishable
If time is, a love of past things tenuous
As the hesitation of receding love.
(To the reduction of uncitied littorals
We brought chiefly the vigor of prophecy,
Our hunger breeding calculation
And fixed triumphs.)
I saw the thirsty dove
In the glowing fields of Troy, hemp ripening
And tawny corn, the thickening Blue Grass
All lying rich forever in the green sun.
I see all things apart, the towers that men
Contrive I too contrived long, long ago.
Now I demand little. The singular passion
Abides its object and consumes desire
In the circling shadow of its appetite.
There was a time when the young eyes were slow,
Their flame steady beyond the firstling fire,
I stood in the rain, far from home at nightfall
By the Potomac, the great Dome lit the water,
T",0.0,anger,0.97454894,0.97454894,0.010806035,0.007777419,0.000467714,0.003792496,0.001684063,0.000923264,Modern,Mythology & Folklore,0
"Now, youth, the hour of thy dread passion comes;
Thy lovely things must all be laid away;
And thou, as others, must face the riven day
Unstirred by rattle of the rolling drums,
Or bugles' strident cry. When mere noise numbs
The sense of being, the sick soul doth sway,
Remember thy great craft's honour, that they may say
Nothing in shame of poets. Then the crumbs
Of praise the little versemen joyed to take
Shall be forgotten; then they must know we are,
For all our skill in words, equal in might
And strong of mettle as those we honoured; make
The name of poet terrible in just war,
And like a crown of honour upon the fight.",2.0,fear,0.98175085,0.005155256,0.002407502,0.98175085,0.000874312,0.003137301,0.00568484,0.000989941,Modern,Mythology & Folklore,2
"These hills are sandy. Trees are dwarfed here. Crows
Caw dismally in skies of an arid brilliance,
Complain in dusty pine-trees. Yellow daybreak
Lights on the long brown slopes a frost-like dew,
Dew as heavy as rain; the rabbit tracks
Show sharply in it, as they might in snow.
But it’s soon gone in the sun—what good does it do?
The houses, on the slope, or among brown trees,
Are grey and shrivelled. And the men who live here
Are small and withered, spider-like, with large eyes.

Bring water with you if you come to live here—
Cold tinkling cisterns, or else wells so deep
That one looks down to Ganges or Himalayas.
Yes, and bring mountains with you, white, moon-bearing,
Mountains of ice. You will have need of these
Profundities and peaks of wet and cold.

Bring also, in a cage of wire or osier,
Birds of a golden colour, who will sing
Of leaves that do not wither, watery fruits
That heavily hang on long melodious boughs
In the blue-silver forests of deep valleys.

I have now been here—how many years? Years unnumbered.
My hands grow clawlike. My eyes are large and starved.
I brought no bird with me, I have no cistern
Where I might find the moon, or river, or snow.
Some day, for lack of these, I’ll spin a web
Between two dusty pine-tree tops, and hang there
Face downward, like a spider",5.0,sadness,0.30804908,0.13988034,0.24232672,0.18095495,0.002455084,0.10571703,0.30804908,0.020616759,Modern,Nature,5
"I saw her in a Broadway car,
The woman I might grow to be;
I felt my lover look at her
And then turn suddenly to me.

Her hair was dull and drew no light
And yet its color was as mine;
Her eyes were strangely like my eyes
Tho' love had never made them shine.

Her body was a thing grown thin,
Hungry for love that never came;
Her soul was frozen in the dark
Unwarmed forever by love's flame.

I felt my lover look at her
And then turn suddenly to me, 
His eyes were magic to defy
The woman I shall never be.",2.0,fear,0.78566414,0.037563205,0.00789305,0.78566414,0.00387203,0.011360556,0.13314216,0.02050481,Modern,Love,2
"Tir'd with all these, for restful death I cry,
As, to behold desert a beggar born,
And needy nothing trimm'd in jollity,
And purest faith unhappily forsworn,
And gilded honour shamefully misplac'd,
And maiden virtue rudely strumpeted,
And right perfection wrongfully disgrac'd,
And strength by limping sway disabled,
And art made tongue-tied by authority,
And folly, doctor-like, controlling skill,
And simple truth miscall'd simplicity,
And captive good attending captain ill.
Tir'd with all these, from these would I be gone,
Save that, to die, I leave my love alone.",3.0,joy,0.85655,0.006495526,0.006741128,0.002036222,0.85655,0.034929875,0.090635486,0.002611801,Renaissance,Love,3
